time	V(a)
8.55047e-03	8.45949e-01
8.55047e-03	-2.34017e-02
8.55047e-03	-4.74744e-01
8.55048e-03	-6.38528e-01
8.73016e-03	-6.92332e-01
8.73016e-03	7.53194e-01
8.73016e-03	7.99093e+00
8.73016e-03	4.60802e+01
8.73016e-03	1.39280e+02
8.73016e-03	2.64521e+02
8.73017e-03	2.75565e+02
8.73017e-03	2.84761e+02
8.73017e-03	2.91252e+02
8.73017e-03	2.99469e+02
8.73017e-03	3.02261e+02
8.73017e-03	3.03368e+02
8.73017e-03	3.04064e+02
8.73017e-03	3.05849e+02
8.73017e-03	3.08370e+02
8.73017e-03	3.08865e+02
8.73020e-03	3.09094e+02
8.80229e-03	3.08484e+02
8.80229e-03	3.06707e+02
8.80229e-03	3.00116e+02
8.80229e-03	2.89866e+02
8.80229e-03	2.80428e+02
8.80229e-03	2.73875e+02
8.80229e-03	2.69627e+02
8.80229e-03	2.66521e+02
8.80229e-03	2.61163e+02
8.80229e-03	2.60331e+02
8.80229e-03	2.58805e+02
8.80229e-03	2.50249e+02
8.80230e-03	1.31449e+02
8.80230e-03	2.29561e+01
8.80230e-03	1.39553e+01
8.80230e-03	5.32557e+00
8.80230e-03	1.07716e+00
8.80230e-03	-2.47820e-01
8.80230e-03	-6.39380e-01
8.97224e-03	-7.27179e-01
8.97224e-03	-3.43797e-01
8.97224e-03	7.03452e+00
8.97225e-03	3.83554e+01
8.97225e-03	1.21454e+02
8.97225e-03	2.46138e+02
8.97225e-03	2.61586e+02
8.97225e-03	2.64919e+02
8.97225e-03	2.70909e+02
8.97225e-03	2.80718e+02
8.97225e-03	2.92731e+02
8.97225e-03	2.99859e+02
8.97225e-03	3.02644e+02
8.97225e-03	3.04212e+02
8.97225e-03	3.05187e+02
8.97225e-03	3.07971e+02
8.97226e-03	3.08440e+02
8.97228e-03	3.08673e+02
9.05427e-03	3.08008e+02
9.05427e-03	3.07703e+02
9.05427e-03	3.04373e+02
9.05427e-03	2.95837e+02
9.05427e-03	2.85295e+02
9.05428e-03	2.76898e+02
9.05428e-03	2.70838e+02
9.05428e-03	2.67366e+02
9.05428e-03	2.64128e+02
9.05428e-03	2.48257e+02
9.05428e-03	1.83782e+02
9.05428e-03	4.66587e+01
9.05428e-03	2.28735e+01
9.05428e-03	2.13052e+01
9.05428e-03	1.87495e+01
9.05428e-03	6.48563e+00
9.05428e-03	7.81659e-01
9.05429e-03	-4.76209e-01
9.05429e-03	-6.94883e-01
9.21421e-03	-7.62787e-01
9.21421e-03	2.74569e+00
9.21421e-03	2.12255e+01
9.21421e-03	8.34381e+01
9.21421e-03	1.88422e+02
9.21421e-03	2.91100e+02
9.21421e-03	3.00087e+02
9.21421e-03	3.04052e+02
9.21421e-03	3.05093e+02
9.21422e-03	3.07551e+02
9.21422e-03	3.08009e+02
9.21424e-03	3.08250e+02
9.30639e-03	3.07620e+02
9.30639e-03	3.07714e+02
9.30639e-03	3.07526e+02
9.30639e-03	3.06981e+02
9.30639e-03	3.05696e+02
9.30639e-03	3.03182e+02
9.30639e-03	2.99543e+02
9.30639e-03	2.89924e+02
9.30639e-03	2.82719e+02
9.30639e-03	2.74894e+02
9.30639e-03	2.70073e+02
9.30639e-03	2.67621e+02
9.30639e-03	2.65558e+02
9.30639e-03	2.59997e+02
9.30639e-03	2.57119e+02
9.30639e-03	2.50494e+02
9.30639e-03	2.38737e+02
9.30639e-03	2.17280e+02
9.30639e-03	1.89288e+02
9.30639e-03	1.56725e+02
9.30640e-03	1.13468e+02
9.30640e-03	4.70346e+01
9.30640e-03	2.39082e+01
9.30640e-03	1.40793e+01
9.30640e-03	7.96561e+00
9.30640e-03	5.23466e+00
9.30640e-03	3.69508e+00
9.30640e-03	2.52534e+00
9.30640e-03	1.46772e+00
9.30640e-03	-6.53284e-02
9.30640e-03	-3.56316e-01
9.30640e-03	-7.01515e-01
9.45607e-03	-7.96023e-01
9.45607e-03	-6.92070e-01
9.45608e-03	3.91910e+00
9.45608e-03	3.74150e+01
9.45608e-03	1.24547e+02
9.45608e-03	2.48331e+02
9.45608e-03	2.62724e+02
9.45608e-03	2.74574e+02
9.45608e-03	2.94662e+02
9.45608e-03	3.02872e+02
9.45608e-03	3.04295e+02
