time	V(A,B)
2.42151e-02	-2.90579e+02
2.42151e-02	-2.98714e+02
2.42151e-02	-3.02317e+02
2.42151e-02	-3.03290e+02
2.42151e-02	-3.05827e+02
2.42151e-02	-3.06352e+02
2.42151e-02	-3.06645e+02
2.42154e-02	-3.06764e+02
2.45416e-02	-3.04827e+02
2.45416e-02	-3.05126e+02
2.45416e-02	-3.05110e+02
2.45416e-02	-3.05284e+02
2.47966e-02	-3.04087e+02
2.47966e-02	-3.03903e+02
2.47966e-02	-3.02285e+02
2.47966e-02	-3.02189e+02
2.47966e-02	-3.03070e+02
2.47966e-02	-3.03450e+02
2.47967e-02	-3.03637e+02
2.52452e-02	-3.02272e+02
2.52452e-02	-3.02328e+02
2.52452e-02	-3.02017e+02
2.52452e-02	-3.00784e+02
2.52452e-02	-2.97210e+02
2.52452e-02	-2.92422e+02
2.52452e-02	-2.86840e+02
2.52452e-02	-2.80522e+02
2.52452e-02	-2.75089e+02
2.52452e-02	-2.69966e+02
2.52452e-02	-2.65972e+02
2.52452e-02	-2.62806e+02
2.52452e-02	-2.60578e+02
2.52452e-02	-2.54596e+02
2.52452e-02	-2.52607e+02
2.52452e-02	-2.48350e+02
2.52452e-02	-2.39965e+02
2.52452e-02	-2.22526e+02
2.52452e-02	-1.96214e+02
2.52452e-02	-1.63451e+02
2.52452e-02	-1.23984e+02
2.52452e-02	-6.95349e+01
2.52452e-02	-3.53019e+01
2.52452e-02	-1.87681e+01
2.52452e-02	-9.89748e+00
2.52452e-02	-3.61960e+00
2.52452e-02	-1.81593e+00
2.52452e-02	-2.20282e-02
2.52452e-02	5.80120e-01
2.52452e-02	8.32730e-01
2.52455e-02	9.53945e-01
2.54045e-02	9.02242e-01
2.54045e-02	2.82990e-01
2.54045e-02	-3.58847e+00
