time	V(A,B)
4.96676e-03	-2.98380e+02
4.96676e-03	-3.04425e+02
5.08584e-03	-3.03184e+02
5.08585e-03	-3.02256e+02
5.08586e-03	-3.04483e+02
5.16041e-03	-3.02825e+02
5.16041e-03	-2.65129e+02
5.16041e-03	-2.55048e+02
5.16041e-03	-1.85924e+01
5.16041e-03	-3.29681e+00
5.16042e-03	4.40260e+00
5.16042e-03	7.85921e-01
5.20926e-03	-2.23028e-01
5.20926e-03	-1.93270e+02
5.20926e-03	-2.32396e+02
5.20926e-03	-2.58646e+02
5.20926e-03	-2.69148e+02
5.20926e-03	-2.84193e+02
5.20926e-03	-2.93400e+02
5.20926e-03	-2.98539e+02
5.20928e-03	-3.04184e+02
5.33275e-03	-3.02914e+02
5.33276e-03	-3.01063e+02
5.33276e-03	-3.03745e+02
5.41170e-03	-3.02682e+02
5.41170e-03	-2.87270e+02
5.41170e-03	-2.70123e+02
5.41171e-03	-2.54663e+02
5.41171e-03	-2.50849e+02
5.41171e-03	-2.41347e+02
5.41171e-03	-2.23338e+02
5.41171e-03	-1.95579e+02
5.41171e-03	-6.41949e+01
5.41171e-03	-1.54586e+01
5.41171e-03	-1.72060e-01
5.41188e-03	2.03719e+00
5.41258e-03	1.97191e-01
5.45198e-03	-4.85021e+00
5.45198e-03	-1.69233e+02
5.45198e-03	-2.18007e+02
5.45199e-03	-2.47406e+02
5.45199e-03	-2.70937e+02
5.45199e-03	-2.87584e+02
5.45199e-03	-2.95607e+02
5.45199e-03	-2.98806e+02
5.45200e-03	-3.03960e+02
5.57967e-03	-3.02450e+02
5.57967e-03	-3.00428e+02
5.57968e-03	-3.03648e+02
5.66273e-03	-3.01947e+02
5.66274e-03	-2.69216e+02
5.66274e-03	-2.55660e+02
5.66274e-03	-2.53296e+02
5.66274e-03	-2.47731e+02
5.66274e-03	-2.27329e+02
5.66274e-03	-2.00584e+02
5.66274e-03	-3.50002e+01
5.66274e-03	-1.35521e-01
5.66274e-03	-1.96397e+00
5.66274e-03	5.40231e+00
5.66275e-03	8.81218e-01
5.69495e-03	-2.14477e+00
5.69495e-03	-1.32240e+02
5.69495e-03	-2.73682e+02
5.69495e-03	-2.82780e+02
5.69495e-03	-2.91818e+02
5.69495e-03	-2.97110e+02
5.69496e-03	-3.03441e+02
5.82658e-03	-3.01972e+02
5.82658e-03	-3.00324e+02
5.82659e-03	-3.02918e+02
5.91348e-03	-3.01959e+02
5.91348e-03	-2.95588e+02
5.91349e-03	-2.61864e+02
5.91349e-03	-2.61427e+02
5.91349e-03	-2.53113e+02
5.91349e-03	-2.49171e+02
5.91349e-03	-2.42035e+02
5.91349e-03	-2.26127e+02
5.91349e-03	-1.99070e+02
5.91349e-03	-7.18297e+01
5.91349e-03	-1.59212e+01
5.91349e-03	1.69514e+01
5.91349e-03	8.14704e-01
5.93817e-03	-2.30654e+00
5.93818e-03	-1.24083e+02
5.93818e-03	-2.67436e+02
5.93818e-03	-2.77816e+02
5.93818e-03	-2.89065e+02
5.93818e-03	-2.96303e+02
5.93819e-03	-3.02903e+02
6.07350e-03	-3.01991e+02
6.07350e-03	-2.99950e+02
6.07350e-03	-3.02532e+02
6.16392e-03	-3.01720e+02
6.16392e-03	-2.92417e+02
6.16392e-03	-2.72281e+02
6.16393e-03	-2.56793e+02
6.16393e-03	-2.53165e+02
6.16393e-03	-2.48368e+02
6.16393e-03	-2.40610e+02
6.16393e-03	-2.24218e+02
6.16393e-03	-1.97384e+02
6.16393e-03	-6.89815e+01
6.16393e-03	-1.55517e+01
6.16393e-03	7.34602e-01
6.16393e-03	-1.08274e+00
6.16393e-03	2.02737e+00
6.16394e-03	2.02757e-02
6.18168e-03	-4.18223e-01
6.18168e-03	-1.11942e+02
6.18169e-03	-2.63336e+02
6.18169e-03	-2.74198e+02
6.18169e-03	-2.86351e+02
6.18169e-03	-2.93060e+02
6.18169e-03	-2.97325e+02
6.18170e-03	-3.02646e+02
6.32041e-03	-3.01626e+02
6.32042e-03	-2.99535e+02
6.32042e-03	-3.02242e+02
6.41403e-03	-3.01248e+02
6.41403e-03	-2.90208e+02
6.41403e-03	-2.68059e+02
6.41404e-03	-2.51697e+02
6.41404e-03	-2.42874e+02
6.41404e-03	-2.28794e+02
6.41404e-03	-4.35216e+01
6.41404e-03	-8.60102e+00
6.41404e-03	8.46341e+00
6.41404e-03	8.85251e-01
6.42550e-03	1.87520e-02
6.42550e-03	-9.19697e+01
6.42551e-03	-2.46047e+02
6.42551e-03	-2.59330e+02
6.42551e-03	-2.77478e+02
6.42551e-03	-2.87402e+02
6.42551e-03	-2.95716e+02
6.42552e-03	-3.02227e+02
6.56733e-03	-3.01042e+02
6.56733e-03	-2.98623e+02
6.56734e-03	-3.01600e+02
6.66379e-03	-3.00433e+02
6.66379e-03	-2.66289e+02
6.66380e-03	-2.54716e+02
6.66380e-03	-2.49689e+02
6.66380e-03	-2.40334e+02
6.66380e-03	-2.22930e+02
6.66380e-03	-1.88210e+01
6.66380e-03	1.99914e+01
6.66380e-03	8.98754e-01
6.66965e-03	-6.75467e-02
6.66965e-03	-8.79542e+01
6.66965e-03	-2.47746e+02
6.66965e-03	-2.67043e+02
6.66965e-03	-2.80887e+02
6.66965e-03	-2.91362e+02
6.66965e-03	-2.95888e+02
6.66966e-03	-3.01947e+02
6.81425e-03	-3.00661e+02
6.81425e-03	-2.98229e+02
6.81425e-03	-3.01782e+02
6.91318e-03	-3.00831e+02
6.91318e-03	-2.94507e+02
6.91319e-03	-2.69335e+02
6.91319e-03	-2.53479e+02
6.91319e-03	-2.52923e+02
6.91319e-03	-1.40877e+02
6.91319e-03	5.03001e+01
6.91319e-03	9.38466e-01
6.91413e-03	-1.07217e+00
6.91413e-03	-1.29581e+02
6.91413e-03	-2.71883e+02
6.91413e-03	-2.80496e+02
6.91413e-03	-2.89261e+02
6.91414e-03	-2.95201e+02
6.91415e-03	-3.01581e+02
7.06116e-03	-3.00382e+02
7.06116e-03	-2.97913e+02
7.06117e-03	-3.01470e+02
7.30809e-03	-3.00300e+02
7.30809e-03	-2.98073e+02
7.30810e-03	-3.01408e+02
7.55504e-03	-3.00232e+02
7.55504e-03	-2.98006e+02
7.55505e-03	-3.01116e+02
7.80213e-03	-3.00016e+02
7.80213e-03	-2.97713e+02
7.80214e-03	-3.00952e+02
8.04984e-03	-2.99967e+02
8.04985e-03	-2.97676e+02
8.04985e-03	-3.00895e+02
8.24660e-03	-3.00444e+02
8.24660e-03	-2.80731e+02
8.24660e-03	-2.16746e+02
8.24660e-03	-1.17149e+01
8.24660e-03	-1.40099e+01
8.24660e-03	9.02911e+00
8.24660e-03	6.75537e+00
8.24661e-03	1.08021e+01
8.24667e-03	8.95584e+00
8.29848e-03	8.26791e+00
8.29848e-03	-7.15104e-01
8.29849e-03	-4.80190e+01
8.29851e-03	-2.02931e+02
8.29852e-03	-2.39270e+02
8.29852e-03	-2.73646e+02
8.29852e-03	-2.88281e+02
8.29853e-03	-2.99539e+02
8.29856e-03	-3.01787e+02
8.30789e-03	-2.99032e+02
8.33055e-03	-3.01218e+02
8.48793e-03	-2.99870e+02
8.48793e-03	-2.91688e+02
8.48793e-03	-2.53377e+02
8.48793e-03	-1.59865e+02
8.48793e-03	-1.91748e+01
8.48793e-03	-8.14563e-01
8.48793e-03	6.40071e+00
8.48793e-03	5.13650e+00
8.48794e-03	1.06008e+01
8.48795e-03	8.51300e+00
8.55046e-03	7.64870e+00
8.55046e-03	-2.11101e+01
8.55047e-03	-3.36749e+01
8.55047e-03	-4.18638e+01
8.55047e-03	-7.00039e+01
8.55047e-03	-1.77795e+02
8.55047e-03	-2.42438e+02
8.55047e-03	-2.69827e+02
8.55047e-03	-2.79315e+02
8.55047e-03	-2.93225e+02
8.55047e-03	-2.97787e+02
8.55048e-03	-3.01670e+02
8.73016e-03	-2.99989e+02
8.73016e-03	-2.92028e+02
8.73016e-03	-2.53939e+02
8.73016e-03	-1.60740e+02
8.73017e-03	-2.22149e+01
8.73017e-03	1.56475e+00
8.73017e-03	6.17747e+00
8.73018e-03	1.00859e+01
8.73021e-03	8.21531e+00
8.80229e-03	4.29336e+00
8.80229e-03	-1.01410e+01
8.80229e-03	-2.70745e+01
8.80229e-03	-4.52172e+01
8.80230e-03	-1.68557e+02
8.80230e-03	-2.77050e+02
8.80230e-03	-2.86051e+02
8.80230e-03	-2.94681e+02
8.80230e-03	-3.01216e+02
8.97224e-03	-3.00516e+02
8.97224e-03	-2.92946e+02
8.97225e-03	-2.61626e+02
8.97225e-03	-1.78527e+02
8.97225e-03	-2.79303e+01
8.97225e-03	4.33746e+00
8.97225e-03	2.68613e+00
8.97226e-03	9.78703e+00
8.97227e-03	7.69807e+00
8.97648e-03	9.70142e+00
9.05427e-03	6.22052e+00
9.05428e-03	-2.38475e+01
9.05428e-03	-4.59409e+01
9.05428e-03	-2.12736e+02
9.05428e-03	-2.53311e+02
9.05428e-03	-2.82015e+02
9.05428e-03	-2.93484e+02
9.05428e-03	-2.99188e+02
9.05429e-03	-3.01545e+02
9.21421e-03	-3.00693e+02
9.21421e-03	-2.97206e+02
9.21421e-03	-2.78726e+02
9.21421e-03	-2.16513e+02
9.21421e-03	4.82991e+01
9.21421e-03	4.10087e+00
9.21422e-03	9.40318e+00
9.21423e-03	7.32387e+00
9.23100e-03	9.91403e+00
9.23101e-03	7.71707e+00
9.30639e-03	6.77562e+00
9.30639e-03	-1.75286e+01
9.30639e-03	-3.04285e+01
9.30639e-03	-4.57687e+01
9.30639e-03	-8.08287e+01
9.30640e-03	-1.86589e+02
9.30640e-03	-2.52906e+02
9.30640e-03	-2.76033e+02
9.30640e-03	-2.85862e+02
9.30640e-03	-2.95367e+02
9.30640e-03	-3.00598e+02
9.45607e-03	-3.00672e+02
9.45608e-03	-2.96009e+02
9.45608e-03	-2.62513e+02
9.45608e-03	-1.75382e+02
9.45608e-03	-2.31296e+01
9.45608e-03	-2.53595e+01
9.45608e-03	8.38493e+00
9.45608e-03	4.36643e+00
9.45609e-03	8.85324e+00
9.45613e-03	7.10608e+00
9.55859e-03	3.72205e+00
9.55859e-03	-9.75838e+00
9.55860e-03	-2.79163e+01
9.55860e-03	-4.85833e+01
9.55860e-03	-2.75171e+02
9.55860e-03	-2.84275e+02
9.55860e-03	-2.92850e+02
9.55860e-03	-2.98383e+02
9.55861e-03	-3.01279e+02
9.69788e-03	-2.99839e+02
9.69788e-03	-2.88912e+02
9.69788e-03	-2.40902e+02
9.69788e-03	-1.39780e+02
9.69788e-03	-1.11513e+01
9.69788e-03	-1.35585e+01
9.69788e-03	6.06086e+00
9.69788e-03	3.99579e+00
9.69789e-03	8.42200e+00
9.69793e-03	6.66377e+00
9.81086e-03	2.84754e+00
9.81086e-03	-1.12204e+01
9.81086e-03	-2.85977e+01
9.81087e-03	-6.47291e+01
9.81087e-03	-1.82881e+02
9.81087e-03	-2.66606e+02
9.81087e-03	-2.95993e+02
9.81087e-03	-3.00204e+02
9.87499e-03	-2.99936e+02
9.87499e-03	-2.68159e+02
9.87499e-03	-2.53435e+02
9.87499e-03	-2.45661e+02
9.87499e-03	-2.31722e+02
9.87499e-03	-2.03862e+02
9.87499e-03	-3.43997e+01
9.87499e-03	-8.91669e+00
9.87499e-03	1.06630e+00
9.87499e-03	-6.94000e-01
9.87830e-03	-3.51477e+00
9.87830e-03	-1.42427e+02
9.87830e-03	-2.74056e+02
9.87830e-03	-2.81877e+02
9.87830e-03	-2.89676e+02
9.87830e-03	-2.94899e+02
9.87832e-03	-3.01239e+02
9.93964e-03	-3.00678e+02
9.93964e-03	-2.95391e+02
9.93964e-03	-2.57798e+02
9.93965e-03	-1.65217e+02
9.93965e-03	4.41355e+01
9.93965e-03	1.95576e+00
9.93966e-03	8.02659e+00
9.93968e-03	6.04022e+00
9.94091e-03	8.89006e+00
9.94423e-03	6.26402e+00
1.00632e-02	3.13288e+00
1.00632e-02	-1.00337e+01
1.00632e-02	-2.85266e+01
1.00632e-02	-9.33040e+01
1.00632e-02	-2.63101e+02
1.00632e-02	-2.75230e+02
1.00632e-02	-2.88066e+02
1.00632e-02	-2.95396e+02
1.00632e-02	-3.00634e+02
1.01193e-02	-3.00606e+02
1.01193e-02	-2.94884e+02
1.01193e-02	-2.64686e+02
1.01193e-02	-2.53815e+02
1.01193e-02	-2.49985e+02
1.01193e-02	-2.41221e+02
1.01193e-02	-2.26606e+02
1.01193e-02	-2.01177e+02
1.01193e-02	-3.40814e+01
1.01193e-02	8.65616e-01
1.01193e-02	-1.76865e+00
1.01193e-02	1.17269e+00
1.01193e-02	-6.67500e-01
1.01279e-02	-1.79296e+01
1.01279e-02	-2.55404e+02
1.01279e-02	-2.68733e+02
1.01279e-02	-2.81921e+02
1.01279e-02	-2.90375e+02
1.01279e-02	-2.95304e+02
1.01279e-02	-3.01387e+02
1.01814e-02	-3.00831e+02
1.01814e-02	-2.98317e+02
1.01814e-02	-2.86121e+02
1.01814e-02	-2.34592e+02
1.01814e-02	-1.31883e+02
1.01814e-02	-7.98096e+00
1.01814e-02	-8.91088e+00
1.01814e-02	4.05694e+00
1.01814e-02	4.66635e+00
1.01814e-02	7.52118e+00
1.01815e-02	5.67869e+00
1.03154e-02	4.11698e+00
1.03154e-02	-2.55334e+01
1.03154e-02	-5.29626e+01
1.03154e-02	-2.50445e+02
1.03154e-02	-2.68154e+02
1.03154e-02	-2.90608e+02
1.03154e-02	-3.00727e+02
1.03633e-02	-3.00554e+02
1.03633e-02	-2.93425e+02
1.03633e-02	-2.68476e+02
1.03633e-02	-2.52940e+02
1.03633e-02	-2.51101e+02
1.03633e-02	-2.45098e+02
1.03633e-02	-2.34001e+02
1.03633e-02	-2.11656e+02
1.03633e-02	-1.82742e+02
